session,mode,threads,runs,job_name,rw,ioengine,op,avg_elapsed_sec,avg_jobs,avg_total_ops,avg_ops_per_job,avg_iops,avg_bw_kib_per_sec,avg_bw_mib_per_sec,avg_io_mib,avg_run_msec,avg_clat_avg_usec,avg_clat_stdev_usec,avg_cpu_usr_pct,avg_cpu_sys_pct,avg_ctx,avg_threads_started,avg_groupid,avg_err,avg_pid,avg_iodepth,avg_bw_decimal_value,avg_bw_decimal_unit,avg_io_decimal_value,avg_io_decimal_unit,avg_run_bw_kib_per_sec,avg_run_bw_mib_per_sec,avg_run_io_mib,avg_run_msec_min,avg_run_msec_max,avg_bw_min_kib_per_sec,avg_bw_max_kib_per_sec,avg_bw_avg_kib_per_sec,avg_bw_stdev_kib_per_sec,avg_bw_per_pct,avg_bw_samples,avg_iops_min,avg_iops_max,avg_iops_avg,avg_iops_stdev,avg_iops_samples,avg_cpu_majf,avg_cpu_minf,avg_total_read_ops,avg_total_write_ops,avg_total_trim_ops,avg_total_sync_ops,avg_short_read_ops,avg_short_write_ops,avg_short_trim_ops,avg_short_sync_ops,avg_dropped_read_ops,avg_dropped_write_ops,avg_dropped_trim_ops,avg_dropped_sync_ops,avg_latency_target,avg_latency_window,avg_latency_percentile,avg_latency_depth,avg_io_depth_1_pct,avg_io_depth_2_pct,avg_io_depth_4_pct,avg_io_depth_8_pct,avg_io_depth_16_pct,avg_io_depth_32_pct,avg_io_depth_ge64_pct,avg_submit_0_pct,avg_submit_4_pct,avg_submit_8_pct,avg_submit_16_pct,avg_submit_32_pct,avg_submit_64_pct,avg_submit_ge64_pct,avg_complete_0_pct,avg_complete_4_pct,avg_complete_8_pct,avg_complete_16_pct,avg_complete_32_pct,avg_complete_64_pct,avg_complete_ge64_pct,avg_slat_min_usec,avg_slat_max_usec,avg_slat_avg_usec,avg_slat_stdev_usec,avg_slat_p01_usec,avg_slat_p05_usec,avg_slat_p10_usec,avg_slat_p20_usec,avg_slat_p30_usec,avg_slat_p40_usec,avg_slat_p50_usec,avg_slat_p60_usec,avg_slat_p70_usec,avg_slat_p80_usec,avg_slat_p90_usec,avg_slat_p95_usec,avg_slat_p99_usec,avg_slat_p995_usec,avg_slat_p999_usec,avg_slat_p9995_usec,avg_slat_p9999_usec,avg_clat_min_usec,avg_clat_max_usec,avg_clat_avg_usec,avg_clat_stdev_usec,avg_clat_p01_usec,avg_clat_p05_usec,avg_clat_p10_usec,avg_clat_p20_usec,avg_clat_p30_usec,avg_clat_p40_usec,avg_clat_p50_usec,avg_clat_p60_usec,avg_clat_p70_usec,avg_clat_p80_usec,avg_clat_p90_usec,avg_clat_p95_usec,avg_clat_p99_usec,avg_clat_p995_usec,avg_clat_p999_usec,avg_clat_p9995_usec,avg_clat_p9999_usec,avg_lat_min_usec,avg_lat_max_usec,avg_lat_avg_usec,avg_lat_stdev_usec,avg_lat_p01_usec,avg_lat_p05_usec,avg_lat_p10_usec,avg_lat_p20_usec,avg_lat_p30_usec,avg_lat_p40_usec,avg_lat_p50_usec,avg_lat_p60_usec,avg_lat_p70_usec,avg_lat_p80_usec,avg_lat_p90_usec,avg_lat_p95_usec,avg_lat_p99_usec,avg_lat_p995_usec,avg_lat_p999_usec,avg_lat_p9995_usec,avg_lat_p9999_usec
0312_201511,btrfs,1,10,create,read,filecreate,read,2.200000,1.000000,8000.000000,8000.000000,5023.300000,20080.640000,19.610000,31.200000,1595.400000,13.044871,4.808912,92.437000,7.075000,248.200000,1.000000,0.000000,0.000000,431969.500000,1.000000,20.580000,,31.200000,,20080.640000,19.610000,31.200000,1595.400000,1595.400000,11648.000000,26757.500000,18002.634000,7844.244000,89.342000,3.000000,2912.000000,6689.300000,4500.634000,1961.017000,3.000000,0.000000,0.000000,8000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,8.157000,145.970400,13.044871,4.808912,9.881600,9.996800,10.660800,10.963200,11.140000,11.816800,12.019200,12.696000,13.011200,14.944000,17.681600,22.856800,29.160000,34.066400,66.723200,84.920000,146.708000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,2,10,create,read,filecreate,read,3.300000,2.000000,16000.000000,8000.000000,5816.200000,23265.280000,22.720000,62.500000,2770.100000,15.398000,6.083000,95.098000,4.549000,415.000000,2.000000,0.000000,0.000000,435278.300000,1.000000,23.830000,,62.500000,,23265.280000,22.720000,62.500000,2770.100000,2770.100000,12404.800000,36325.500000,20054.500000,4905.219000,86.345000,9.900000,3101.200000,9081.300000,5013.610000,1226.283000,9.900000,0.000000,0.000000,16000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,8.700000,175.200000,15.398000,6.083000,10.600000,11.600000,11.900000,12.500000,13.100000,13.500000,14.100000,14.800000,15.700000,18.500000,21.600000,26.400000,36.800000,44.600000,82.500000,96.100000,124.700000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,4,10,create,read,filecreate,read,4.300000,4.000000,32000.000000,8000.000000,9199.700000,36802.560000,35.940000,125.000000,3486.400000,16.642000,6.990000,95.087000,4.644000,422.400000,4.000000,0.000000,0.000000,438808.600000,1.000000,37.680000,,125.000000,,36802.560000,35.940000,125.000000,3486.400000,3486.400000,24698.400000,64793.200000,38459.960000,3804.809000,99.447000,20.700000,6174.400000,16198.100000,9614.924000,951.196000,20.700000,0.000000,0.000000,32000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,9.000000,151.500000,16.642000,6.990000,11.100000,12.100000,12.500000,13.100000,13.800000,14.300000,15.100000,15.800000,17.200000,20.000000,24.200000,28.800000,41.100000,51.800000,95.400000,103.600000,121.200000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,8,10,create,read,filecreate,read,6.900000,8.000000,64000.000000,8000.000000,10542.800000,42229.760000,41.240000,250.000000,6075.300000,18.631000,8.586000,96.150000,3.627000,624.000000,8.000000,0.000000,0.000000,442678.900000,1.000000,43.230000,,250.000000,,42229.760000,41.240000,250.000000,6075.300000,6075.300000,45135.700000,121047.600000,67588.328000,3178.379000,100.000000,59.700000,11283.400000,30261.500000,16896.875000,794.591000,59.700000,0.000000,0.000000,64000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,9.100000,169.700000,18.631000,8.586000,11.800000,12.800000,13.300000,14.100000,15.000000,15.500000,16.300000,17.900000,20.200000,22.500000,27.600000,32.200000,47.900000,70.400000,111.500000,120.600000,138.700000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,12,10,create,read,filecreate,read,6.900000,12.000000,96000.000000,8000.000000,15400.000000,61583.360000,60.140000,375.000000,6253.100000,19.664000,9.929000,96.643000,3.157000,769.400000,12.000000,0.000000,0.000000,446802.100000,1.000000,63.070000,,375.000000,,61583.360000,60.140000,375.000000,6253.100000,6253.100000,39806.100000,167266.500000,69111.590000,3346.541000,99.603000,111.100000,9949.600000,41816.100000,17277.582000,836.633000,111.100000,0.000000,0.000000,96000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,9.200000,221.600000,19.664000,9.929000,12.100000,13.000000,14.000000,15.000000,15.200000,16.000000,17.000000,18.400000,21.200000,23.300000,29.300000,35.200000,60.000000,85.100000,118.300000,128.600000,152.300000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,16,10,create,read,filecreate,read,7.100000,16.000000,128000.000000,8000.000000,20620.000000,82575.360000,80.640000,500.000000,6209.500000,22.127000,11.622000,96.384000,3.413000,811.000000,16.000000,0.000000,0.000000,451033.900000,1.000000,84.560000,,500.000000,,82575.360000,80.640000,500.000000,6209.500000,6209.500000,53754.400000,208421.800000,89368.531000,3101.248000,100.000000,152.800000,13435.100000,52104.600000,22341.195000,775.315000,152.800000,0.000000,0.000000,128000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,8.900000,262.100000,22.127000,11.622000,12.100000,13.800000,14.100000,15.100000,16.000000,17.100000,18.500000,21.200000,23.700000,27.800000,35.300000,43.100000,70.600000,84.800000,114.600000,127.800000,164.100000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,20,10,create,read,filecreate,read,8.800000,20.000000,160000.000000,8000.000000,21010.000000,84008.960000,82.040000,625.000000,7630.000000,25.471000,15.831000,96.537000,3.249000,1416.400000,20.000000,0.000000,0.000000,455564.900000,1.000000,86.020000,,625.000000,,84008.960000,82.040000,625.000000,7630.000000,7630.000000,47880.100000,246206.000000,88811.806000,3036.904000,99.936000,228.900000,11966.000000,61551.000000,22202.234000,759.227000,228.900000,0.000000,0.000000,160000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,9.100000,655.200000,25.471000,15.831000,12.900000,14.000000,15.000000,16.000000,17.200000,18.800000,20.800000,23.600000,27.000000,32.400000,42.300000,54.100000,91.900000,110.100000,149.300000,165.500000,206.400000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,24,10,create,read,filecreate,read,9.700000,24.000000,192000.000000,8000.000000,22990.000000,91955.200000,89.800000,750.000000,8383.200000,26.997000,17.325000,96.375000,3.421000,1363.500000,24.000000,0.000000,0.000000,460584.800000,1.000000,94.160000,,750.000000,,91955.200000,89.800000,750.000000,8383.200000,8383.200000,57186.900000,296949.400000,106074.180000,3008.961000,100.000000,286.100000,14290.800000,74235.700000,26517.535000,752.227000,286.100000,0.000000,0.000000,192000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,9.100000,384.700000,26.997000,17.325000,12.900000,14.700000,15.300000,16.900000,18.000000,19.700000,21.900000,24.800000,28.500000,34.400000,45.400000,59.300000,102.500000,121.100000,156.500000,171.000000,205.700000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,28,10,create,read,filecreate,read,11.100000,28.000000,224000.000000,8000.000000,23730.000000,94935.040000,92.710000,875.000000,9455.000000,26.915000,16.790000,96.733000,3.060000,1553.100000,28.000000,0.000000,0.000000,465549.000000,1.000000,97.210000,,875.000000,,94935.040000,92.710000,875.000000,9455.000000,9455.000000,64700.200000,351696.200000,119340.006000,2925.264000,100.000000,367.800000,16168.400000,87922.500000,29833.940000,731.318000,367.800000,0.000000,0.000000,224000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,8.900000,457.300000,26.915000,16.790000,13.000000,14.700000,15.400000,17.000000,18.000000,19.800000,22.100000,25.100000,28.600000,34.300000,44.800000,57.500000,99.900000,118.600000,154.000000,168.900000,213.700000,,,,,,,,,,,,,,,,,,,,,
0312_201511,btrfs,32,10,create,read,filecreate,read,10.200000,32.000000,256000.000000,8000.000000,28990.000000,115814.400000,113.100000,1000.000000,8844.200000,32.570000,22.988000,96.143000,3.641000,1922.700000,32.000000,0.000000,0.000000,470638.100000,1.000000,118.700000,,1000.000000,,115814.400000,113.100000,1000.000000,8844.200000,8844.200000,71247.400000,384194.100000,131211.743000,2801.281000,100.000000,421.800000,17805.100000,96046.200000,32801.807000,700.309000,421.800000,0.000000,0.000000,256000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,9.000000,1079.100000,32.570000,22.988000,13.200000,15.000000,16.000000,18.000000,19.400000,21.900000,25.600000,29.300000,35.000000,43.400000,60.000000,79.300000,124.400000,140.800000,177.900000,195.000000,273.300000,,,,,,,,,,,,,,,,,,,,,
